name,stationcode,ebike,mechanical,coordonnees_geo,duedate,numbikesavailable,numdocksavailable,capacity,is_renting,is_installed,nom_arrondissement_communes,is_returning,record_timestamp
Gare RER - Canadiens,43401,8,19,"[48.81995307955795, 2.464176752459464]",2023-04-25T10:46:03+00:00,27,18,45,OUI,OUI,Joinville-le-Pont,OUI,2023-04-25T11:31:00.533Z
Liège - Moscou,8010,2,4,"[48.8795431, 2.3264628]",2023-04-25T10:40:02+00:00,6,11,17,OUI,OUI,Paris,OUI,2023-04-25T11:31:00.533Z
Mairie de Montreuil,31022,3,2,"[48.86131452758348, 2.440614402294159]",2023-04-25T10:45:26+00:00,5,46,52,OUI,OUI,Montreuil,OUI,2023-04-25T11:31:00.533Z
Richard Lenoir - Republique,11113,3,2,"[48.8667175, 2.3692541]",2023-04-25T10:43:50+00:00,5,50,58,OUI,OUI,Paris,OUI,2023-04-25T11:31:00.533Z
Charles de Gaulle - Beauté,41302,0,0,"[48.83649602312711, 2.479562651149885]",2023-04-25T10:40:17+00:00,0,49,49,OUI,OUI,Nogent-sur-Marne,OUI,2023-04-25T11:31:00.533Z
Marne - Germain Dardan,21212,3,0,"[48.81154270401601, 2.303070724010468]",2023-04-25T10:38:05+00:00,3,19,22,OUI,OUI,Montrouge,OUI,2023-04-25T11:31:00.533Z
Grands Moulins de Pantin,19044,6,6,"[48.89738369720229, 2.3959985375404362]",2023-04-25T10:37:30+00:00,12,38,50,OUI,OUI,Paris,OUI,2023-04-25T11:31:00.533Z
Gabriel Péri - Francisco Ferrer,33102,1,1,"[48.88633710236977, 2.407338917255402]",2023-04-25T10:42:37+00:00,2,15,18,OUI,OUI,Le Pré-Saint-Gervais,OUI,2023-04-25T11:31:00.533Z
Hôpital Européen Georges Pompidou,15104,20,40,"[48.83769531916335, 2.275374233722687]",2023-04-25T10:45:53+00:00,60,3,64,OUI,OUI,Paris,OUI,2023-04-25T11:31:00.533Z
Carducci - Place Hannah Arendt,19120,3,0,"[48.877436681515796, 2.3860743641853337]",2023-04-25T10:41:16+00:00,3,24,27,OUI,OUI,Paris,OUI,2023-04-25T11:31:00.533Z
Saint-Jacques - Val de Grâce,5004,6,2,"[48.8417514, 2.3413893]",2023-04-25T10:40:44+00:00,8,9,20,OUI,OUI,Paris,OUI,2023-04-25T11:31:00.533Z
Porte de Vanves,14138,5,0,"[48.828012849445, 2.3056878894567]",2023-04-25T10:45:25+00:00,5,26,32,OUI,OUI,Paris,OUI,2023-04-25T11:31:00.533Z
Cimetière de Fontenay-sous-Bois,41209,3,1,"[48.84706173362218, 2.4787822365760808]",2023-04-25T10:40:23+00:00,4,11,15,OUI,OUI,Fontenay-sous-Bois,OUI,2023-04-25T11:31:00.533Z
Buisson Saint-Louis - Saint-Maur,10024,0,0,"[48.87174684930295, 2.3722528328789854]",2023-04-25T10:41:37+00:00,0,19,19,OUI,OUI,Paris,OUI,2023-04-25T11:31:00.533Z
Place Albert Kahn,18031,0,2,"[48.8957969797804, 2.345585584134864]",2023-04-25T10:42:24+00:00,2,41,46,OUI,OUI,Paris,OUI,2023-04-25T11:31:00.533Z
Championnet - Vauvenargues,18028,1,0,"[48.89401874744574, 2.3319872841238976]",2023-04-25T10:41:26+00:00,1,30,33,OUI,OUI,Paris,OUI,2023-04-25T11:31:00.533Z
Place Marcel Cachin,42014,15,12,"[48.81411442356866, 2.39090770483017]",2023-04-25T10:45:48+00:00,27,5,32,OUI,OUI,Ivry-sur-Seine,OUI,2023-04-25T11:31:00.533Z
Rocher - Laborde,8017,8,12,"[48.87590240712654, 2.322616316378116]",2023-04-25T10:45:21+00:00,20,42,65,OUI,OUI,Paris,OUI,2023-04-25T11:31:00.533Z
Lecourbe - Jean Maridor,15054,3,0,"[48.83796366147599, 2.2877392172813416]",2023-04-25T10:43:48+00:00,3,16,19,OUI,OUI,Paris,OUI,2023-04-25T11:31:00.533Z
Mouton Duvernet - Général Leclerc,14008,2,0,"[48.831632518292565, 2.3293121159076686]",2023-04-25T10:38:10+00:00,2,37,39,OUI,OUI,Paris,OUI,2023-04-25T11:31:00.533Z
Erasme - Ulm,5124,13,7,"[48.84264375274712, 2.3445946723222733]",2023-04-25T10:44:59+00:00,20,4,24,OUI,OUI,Paris,OUI,2023-04-25T11:31:00.533Z
Marc Sangnier - Porte de Vanves,14106,2,0,"[48.825218683556734, 2.3107116669416428]",2023-04-25T10:43:05+00:00,2,18,21,OUI,OUI,Paris,OUI,2023-04-25T11:31:00.533Z
Etienne Jodelle - Saint Ouen,18046,1,0,"[48.88794016394694, 2.326124420314341]",2023-04-25T10:37:44+00:00,1,29,33,OUI,OUI,Paris,OUI,2023-04-25T11:31:00.533Z
Boissière - Etienne Dolet,31102,1,0,"[48.876111, 2.4677312]",2023-04-25T10:44:33+00:00,1,20,21,OUI,OUI,Montreuil,OUI,2023-04-25T11:31:00.533Z
Bertie Albrecht - Hoche,8054,11,10,"[48.87614039826388, 2.301303138307601]",2023-04-25T10:45:49+00:00,21,11,32,OUI,OUI,Paris,OUI,2023-04-25T11:31:00.533Z
Molière - République,21209,0,0,"[48.81111581390707, 2.3145738624448158]",2023-04-25T10:42:53+00:00,0,29,30,OUI,OUI,Montrouge,OUI,2023-04-25T11:31:00.533Z
Sibelle - Alésia,14012,2,0,"[48.826701758539215, 2.3384983465075493]",2023-04-25T10:45:18+00:00,2,23,25,OUI,OUI,Paris,OUI,2023-04-25T11:31:00.533Z
Enghien - Faubourg Poissonnière,10042,3,5,"[48.872420063053, 2.3483952362828]",2023-04-25T10:39:04+00:00,8,25,33,OUI,OUI,Paris,OUI,2023-04-25T11:31:00.533Z
David Weill - Parc Montsouris,14124,2,0,"[48.821092374256104, 2.333725690841675]",2023-04-25T10:38:07+00:00,2,20,22,OUI,OUI,Paris,OUI,2023-04-25T11:31:00.533Z
Saint Lambert - Blomet,15133,0,0,"[48.83659148147257, 2.2930556908249855]",2023-04-25T10:36:34+00:00,0,26,27,OUI,OUI,Paris,OUI,2023-04-25T11:31:00.533Z
Marcelin Berthelot,21006,9,11,"[48.8415473058801, 2.233161628246308]",2023-04-25T10:45:56+00:00,20,7,27,OUI,OUI,Boulogne-Billancourt,OUI,2023-04-25T11:31:00.533Z
Repos - Cimetière du Père Lachaise,20131,1,0,"[48.859358523593, 2.3896131366845]",2023-04-25T10:45:30+00:00,1,31,33,OUI,OUI,Paris,OUI,2023-04-25T11:31:00.533Z
Edouard Tremblay - Julian Grimaux,44013,1,0,"[48.781383825117, 2.3723508417606]",2023-04-25T10:39:40+00:00,1,29,30,OUI,OUI,Vitry-sur-Seine,OUI,2023-04-25T11:31:00.533Z
Nationale - Place Jules Guesde,21015,8,13,"[48.82753962462998, 2.2416052222251897]",2023-04-25T10:44:08+00:00,21,2,23,OUI,OUI,Boulogne-Billancourt,OUI,2023-04-25T11:31:00.533Z
Gare Rer de Fontenay sous Bois,41202,0,1,"[48.8436279, 2.4630465]",2023-04-25T10:44:46+00:00,1,59,61,OUI,OUI,Fontenay-sous-Bois,OUI,2023-04-25T11:31:00.533Z
Raspail - Manufacture des Oeillets,42021,4,1,"[48.8094458, 2.3903009]",2023-04-25T10:45:58+00:00,5,23,32,OUI,OUI,Ivry-sur-Seine,OUI,2023-04-25T11:31:00.533Z
Oberkampf - République,11030,5,0,"[48.865316087070475, 2.3761147849099955]",2023-04-25T10:40:59+00:00,5,19,24,OUI,OUI,Paris,OUI,2023-04-25T11:31:00.533Z
Noisy le Sec - Jean-Baptiste Clément,31708,1,0,"[48.87451538963655, 2.415283620357514]",2023-04-25T10:44:33+00:00,1,21,22,OUI,OUI,Bagnolet,OUI,2023-04-25T11:31:00.533Z
Marcelle - Thalie,35020,2,0,"[48.8835462, 2.4137883]",2023-04-25T10:43:27+00:00,2,16,20,OUI,OUI,Pantin,OUI,2023-04-25T11:31:00.533Z
Cujas - Saint-Michel,5106,12,2,"[48.848191348584, 2.341831654854]",2023-04-25T10:45:15+00:00,14,2,19,OUI,OUI,Paris,OUI,2023-04-25T11:31:00.533Z
Victoire - Chaussée d'Antin,9116,5,16,"[48.875065791004396, 2.3316738009452824]",2023-04-25T10:42:05+00:00,21,2,24,OUI,OUI,Paris,OUI,2023-04-25T11:31:00.533Z
Richard Lenoir - Jean-Pierre Timbaud,11039,2,8,"[48.86580427668637, 2.369337074966926]",2023-04-25T10:43:48+00:00,10,26,36,OUI,OUI,Paris,OUI,2023-04-25T11:31:00.533Z
Galilée - Kléber,16008,20,3,"[48.86741186571367, 2.290781380114821]",2023-04-25T10:44:14+00:00,23,9,32,OUI,OUI,Paris,OUI,2023-04-25T11:31:00.533Z
Général De Gaulle - Alouette,41601,2,1,"[48.839109, 2.4175664]",2023-04-25T10:45:01+00:00,3,23,26,OUI,OUI,Saint-Mandé,OUI,2023-04-25T11:31:00.533Z
Cauchy - Cévennes,15103,5,21,"[48.8433725710224, 2.275132834911347]",2023-04-25T10:45:43+00:00,26,22,51,OUI,OUI,Paris,OUI,2023-04-25T11:31:00.533Z
Jean-François Lépine - Stephenson,18009,2,0,"[48.88611466796807, 2.356855627529275]",2023-04-25T10:44:31+00:00,2,16,22,OUI,OUI,Paris,OUI,2023-04-25T11:31:00.533Z
Beffroy,22003,12,11,"[48.886591074487995, 2.261394560337067]",2023-04-25T10:44:44+00:00,23,3,26,OUI,OUI,Neuilly-sur-Seine,OUI,2023-04-25T11:31:00.533Z
Molitor - Chardon-Lagache,16038,5,10,"[48.84520880183234, 2.2656840831041336]",2023-04-25T10:42:13+00:00,15,17,34,OUI,OUI,Paris,OUI,2023-04-25T11:31:00.533Z
Gare RER de Vincennes,43005,13,11,"[48.847563015126106, 2.433383166790009]",2023-04-25T10:46:01+00:00,24,26,51,OUI,OUI,Vincennes,OUI,2023-04-25T11:31:00.533Z
Mairie du 11ème,11024,4,0,"[48.858925, 2.3789759]",2023-04-25T10:45:00+00:00,4,43,51,OUI,OUI,Paris,OUI,2023-04-25T11:31:00.533Z
Théophile Gautier - François Millet,16136,1,12,"[48.85034821320644, 2.273029983043671]",2023-04-25T10:45:28+00:00,13,17,30,OUI,OUI,Paris,OUI,2023-04-25T11:31:00.533Z
Villette - Belleville,19032,0,0,"[48.8726877314, 2.376461327076]",2023-04-25T10:38:42+00:00,0,47,48,OUI,OUI,Paris,OUI,2023-04-25T11:31:00.533Z
Marché Secrétan,19022,1,1,"[48.88125496379482, 2.373463287949562]",2023-04-25T10:45:15+00:00,2,23,26,OUI,OUI,Paris,OUI,2023-04-25T11:31:00.533Z
Lieutenant Chauré - Etienne Marey,20134,0,0,"[48.86746195408435, 2.405970990657807]",2023-04-25T10:40:03+00:00,0,20,20,OUI,OUI,Paris,OUI,2023-04-25T11:31:00.533Z
Arche - Léonard de Vinci,24001,7,6,"[48.89790972494496, 2.2383723043644914]",2023-04-25T10:43:46+00:00,13,14,28,OUI,OUI,Courbevoie,OUI,2023-04-25T11:31:00.533Z
Auguste Cain - Jean Moulin,14136,0,0,"[48.82577028927573, 2.3210415244102482]",2023-04-25T10:36:43+00:00,0,40,40,OUI,OUI,Paris,OUI,2023-04-25T11:31:00.533Z
Chemin Vert - Fraternité,32302,1,0,"[48.877141208359035, 2.4461565166711807]",2023-04-25T10:42:11+00:00,1,18,20,OUI,OUI,Romainville,OUI,2023-04-25T11:31:00.533Z
Arago - Glacière,13002,0,0,"[48.83486054775774, 2.3445770524322067]",2023-04-25T10:46:04+00:00,0,27,27,OUI,OUI,Paris,OUI,2023-04-25T11:31:00.533Z
Parmentier - Abel Rabaud,11035,2,0,"[48.86921273836114, 2.371688821240712]",2023-04-25T10:41:58+00:00,2,49,52,OUI,OUI,Paris,OUI,2023-04-25T11:31:00.533Z
Mairie d'Ivry-sur-Seine,42010,10,24,"[48.81057120969284, 2.3842826485633855]",2023-04-25T10:45:56+00:00,34,19,53,OUI,OUI,Ivry-sur-Seine,OUI,2023-04-25T11:31:00.533Z
Place Paul Eluard,46001,10,7,"[48.7672039733195, 2.4144977331161503]",2023-04-25T10:40:20+00:00,17,2,19,OUI,OUI,Choisy-le-Roi,OUI,2023-04-25T11:31:00.533Z
Aristide Briand - Gare de Bagneux,42302,7,2,"[48.79387269664978, 2.321148812770844]",2023-04-25T10:36:06+00:00,9,12,22,OUI,OUI,Cachan,OUI,2023-04-25T11:31:00.533Z
Seine - Flandre,19029,1,0,"[48.886785741479684, 2.3746193200349808]",2023-04-25T10:45:54+00:00,1,15,19,OUI,OUI,Paris,OUI,2023-04-25T11:31:00.533Z
Hautpoul - Jean Jaurès,19016,2,0,"[48.886393679436, 2.3865414544355]",2023-04-25T10:44:39+00:00,2,29,32,OUI,OUI,Paris,OUI,2023-04-25T11:31:00.533Z
Madame de Sanzillon - Mozart,21104,8,7,"[48.90379820774301, 2.3187401890754704]",2023-04-25T10:45:39+00:00,15,5,22,OUI,OUI,Clichy,OUI,2023-04-25T11:31:00.533Z
Square d'Anvers,9005,0,1,"[48.882633484311, 2.3448844062122]",2023-04-25T10:45:42+00:00,1,31,33,OUI,OUI,Paris,OUI,2023-04-25T11:31:00.533Z
Mairie du 7ème,7102,11,14,"[48.8577967, 2.3192664]",2023-04-25T10:42:31+00:00,25,1,27,OUI,OUI,Paris,OUI,2023-04-25T11:31:00.533Z
Volontaire - Lecourbe,15013,3,2,"[48.8435137879902, 2.3065522313117985]",2023-04-25T10:45:09+00:00,5,22,31,OUI,OUI,Paris,OUI,2023-04-25T11:31:00.533Z
Laumière - Petit,19013,0,1,"[48.88467368538326, 2.380039058625698]",2023-04-25T10:44:33+00:00,1,31,34,OUI,OUI,Paris,OUI,2023-04-25T11:31:00.533Z
Quai du docteur Dervaux,26013,0,0,"[48.910482, 2.297998]",2023-01-18T08:46:16+00:00,0,26,26,NON,NON,Asnières-sur-Seine,NON,2023-04-25T11:31:00.533Z
